customer_id,first_name,last_name,customer_city,customer_country,birthdate,marital_status,yearly_income,gender,total_children,education,acct_open_date,member_card,occupation,homeowner
2583,Raul,Lewis,Bellingham,USA,5/16/1965,S,$130K - $150K,F,2,High School Degree,9/11/1994,Bronze,Professional,Y
2584,Jose,Thiessen,National City,USA,2/7/1917,M,$30K - $50K,F,1,High School Degree,6/18/1993,Bronze,Skilled Manual,Y
2585,Ginine,Powers,Sooke,Canada,4/10/1971,M,$110K - $130K,F,4,Graduate Degree,12/17/1993,Bronze,Management,Y
2586,Paula,Pendleton,Pomona,USA,5/22/1974,S,$50K - $70K,F,1,Bachelors Degree,10/20/1994,Bronze,Management,Y
2587,Bob,Alexander,Spokane,USA,8/2/1966,M,$70K - $90K,F,1,Bachelors Degree,9/21/1991,Bronze,Professional,N
2588,Sarah,Smith,Yakima,USA,10/22/1930,M,$10K - $30K,M,3,Partial High School,3/25/1992,Normal,Manual,Y
2589,John,Donnelly,Tixapan,Mexico,2/26/1930,M,$10K - $30K,M,4,Partial High School,2/26/1993,Normal,Manual,Y
2590,Terry,Wang,Renton,USA,2/8/1938,S,$30K - $50K,M,1,High School Degree,10/6/1992,Golden,Manual,N
2591,Debra,Flanders,Glendale,USA,3/19/1979,S,$10K - $30K,F,1,Partial High School,7/4/1994,Normal,Manual,Y
2592,Gonzalo,Plant,Pomona,USA,7/3/1942,S,$30K - $50K,M,0,High School Degree,2/20/1993,Bronze,Skilled Manual,N
2593,Charlene,Hunter,Victoria,Canada,1/5/1941,S,$110K - $130K,F,3,Graduate Degree,10/9/1993,Bronze,Professional,Y
2594,Arthur,Snow,Olympia,USA,3/21/1966,M,$70K - $90K,M,3,Bachelors Degree,4/21/1992,Bronze,Management,Y
2595,Rhonda,Moen,Royal Oak,Canada,9/26/1974,M,$30K - $50K,M,0,High School Degree,10/15/1994,Bronze,Manual,Y
2596,Bonnie,Brook,Beverly Hills,USA,11/23/1960,M,$70K - $90K,M,4,Partial High School,2/20/1992,Golden,Professional,Y
2597,Carla,Huntsman,Shawnee,Canada,7/24/1932,S,$130K - $150K,M,3,Partial High School,2/25/1994,Bronze,Management,Y
2598,Kasandra,Anderson,Daly City,USA,7/10/1963,M,$10K - $30K,F,4,Partial High School,1/4/1990,Normal,Manual,Y
2599,Olga,Oliver,Arcadia,USA,5/28/1966,M,$50K - $70K,M,2,Bachelors Degree,9/6/1993,Bronze,Management,N
2600,Katherine,Hilen,Ballard,USA,9/16/1950,M,$30K - $50K,F,4,Partial College,3/10/1994,Normal,Clerical,Y
2601,Suzette,Baseheart,Los Angeles,USA,7/16/1966,M,$10K - $30K,F,4,Partial High School,5/6/1992,Normal,Manual,Y
2602,Dana,Carol Shannon,Burlingame,USA,8/10/1943,M,$150K +,M,1,High School Degree,2/3/1991,Golden,Professional,Y
2603,Jodi,Smith,Port Hammond,Canada,7/13/1967,S,$10K - $30K,M,4,Partial High School,8/1/1994,Normal,Manual,N
2604,Pamela,Williams,Royal Oak,Canada,6/4/1962,S,$10K - $30K,F,3,High School Degree,7/16/1994,Normal,Skilled Manual,N
2605,Josephine,Underwood,Lincoln Acres,USA,6/3/1951,S,$10K - $30K,F,2,Partial High School,11/3/1992,Normal,Skilled Manual,N
2606,Edna,Dawson,Edmonds,USA,5/23/1973,S,$50K - $70K,M,4,Bachelors Degree,7/19/1994,Silver,Professional,Y
2607,Sareena,Cook,Berkeley,USA,10/20/1964,S,$130K - $150K,F,3,Partial College,12/14/1993,Bronze,Management,Y
2608,Sandy,Spaulding,Richmond,USA,3/13/1971,S,$10K - $30K,F,3,Partial High School,1/28/1992,Normal,Skilled Manual,Y
2609,Virginia,Weiss,Downey,USA,8/22/1944,M,$10K - $30K,F,2,Partial High School,11/17/1990,Normal,Skilled Manual,N
2610,Kamal,Pansa,Downey,USA,5/9/1931,S,$50K - $70K,F,2,Bachelors Degree,1/26/1990,Bronze,Professional,N
2611,Edna,Sullivan,Redwood City,USA,8/11/1971,S,$30K - $50K,M,2,High School Degree,7/4/1993,Normal,Skilled Manual,N
2612,Suzanne,Sypriano,San Diego,USA,6/6/1919,M,$10K - $30K,M,1,Partial High School,9/18/1994,Normal,Skilled Manual,N
2613,Richard,Butler,Milwaukie,USA,10/4/1923,M,$30K - $50K,F,2,High School Degree,3/9/1993,Bronze,Manual,Y
2614,Stacy,Glenn,Corvallis,USA,9/25/1928,M,$10K - $30K,M,3,Partial High School,2/23/1992,Normal,Skilled Manual,N
2615,Alvin,Maddalena,Westminster,Canada,7/21/1935,M,$50K - $70K,M,4,Bachelors Degree,7/22/1993,Bronze,Professional,Y
2616,Dorothy,Moyer,Walla Walla,USA,4/26/1979,M,$30K - $50K,F,4,High School Degree,8/24/1991,Bronze,Skilled Manual,Y
2617,Andrea,Sanchez,Albany,USA,10/23/1957,S,$70K - $90K,M,4,Bachelors Degree,9/1/1991,Bronze,Professional,N
2618,Sali,Belleci,Los Angeles,USA,8/14/1966,M,$30K - $50K,F,5,High School Degree,3/9/1993,Golden,Manual,Y
2619,Robert,Van Treeck,Downey,USA,3/15/1952,S,$10K - $30K,F,2,Partial High School,6/5/1994,Normal,Manual,Y
2620,Betty,Boshnack,West Covina,USA,1/13/1922,M,$50K - $70K,F,0,Bachelors Degree,4/11/1993,Bronze,Management,Y
2621,Helen,Wyatt,Woodland Hills,USA,9/10/1942,M,$30K - $50K,F,4,High School Degree,7/6/1994,Bronze,Skilled Manual,Y
2622,Susan,Torres,Acapulco,Mexico,5/24/1956,S,$70K - $90K,F,4,Bachelors Degree,11/19/1994,Bronze,Professional,N
2623,Maryann,Rivera,National City,USA,9/3/1921,M,$30K - $50K,M,2,High School Degree,12/11/1991,Bronze,Skilled Manual,Y
2624,Cynthia,Fox,Redwood City,USA,9/20/1960,S,$30K - $50K,F,2,Partial High School,9/22/1991,Silver,Manual,N
2625,Jeremy,Vanbuskirk,Woodburn,USA,11/27/1965,S,$70K - $90K,F,3,Bachelors Degree,7/20/1992,Bronze,Management,N
2626,Arden,Bowen,Oregon City,USA,8/22/1926,M,$30K - $50K,M,2,Partial High School,5/27/1990,Bronze,Manual,N
2627,Daniel,Bartle,Bellflower,USA,7/22/1979,S,$10K - $30K,M,1,Partial High School,8/26/1992,Normal,Manual,Y
2628,Vicki,Wood,N. Vancouver,Canada,2/14/1959,S,$130K - $150K,M,3,Bachelors Degree,6/10/1991,Bronze,Professional,Y
2629,Kathy,Loyer,Lynnwood,USA,3/9/1926,M,$70K - $90K,F,4,Bachelors Degree,10/12/1991,Silver,Professional,Y
2630,Darren,Williams,Sedro Woolley,USA,3/8/1978,M,$50K - $70K,F,3,Bachelors Degree,3/12/1991,Golden,Management,Y
2631,Pacita,Kuntz,Sooke,Canada,11/13/1959,S,$10K - $30K,M,3,Partial High School,7/20/1990,Normal,Manual,Y
2632,Catherine,Benallich,Woodburn,USA,11/7/1949,S,$10K - $30K,M,3,Partial High School,7/3/1991,Normal,Manual,Y
2633,Margaret,Bushman,N. Vancouver,Canada,6/12/1971,M,$30K - $50K,M,1,High School Degree,2/20/1993,Bronze,Manual,Y
2634,Linton,Davis,Acapulco,Mexico,11/27/1942,M,$30K - $50K,F,5,High School Degree,7/9/1993,Bronze,Skilled Manual,Y
2635,Edwin,Kovacs,Edmonds,USA,3/26/1960,M,$30K - $50K,M,0,Partial College,6/2/1991,Bronze,Clerical,Y
2636,Maggie,Wilks,Puyallup,USA,8/21/1962,S,$10K - $30K,F,2,Partial High School,9/11/1991,Normal,Skilled Manual,Y
2637,Ian,Skarr,Metchosin,Canada,4/2/1926,M,$30K - $50K,M,3,High School Degree,9/4/1993,Bronze,Manual,N
2638,Barbara,Adams,Woodburn,USA,7/13/1972,M,$50K - $70K,F,3,Bachelors Degree,12/27/1994,Bronze,Management,Y
2639,Dale,Bond,Issaquah,USA,8/16/1969,M,$10K - $30K,F,0,Partial High School,2/28/1994,Normal,Skilled Manual,Y
2640,Barry,Beninati,Downey,USA,5/3/1970,M,$30K - $50K,M,4,Partial College,6/9/1992,Golden,Professional,Y
2641,Joe,Haney,Mexico City,Mexico,3/8/1937,M,$30K - $50K,F,0,High School Degree,12/4/1991,Bronze,Skilled Manual,N
2642,Shirley,Stewart,Everett,USA,8/27/1931,S,$70K - $90K,M,2,Graduate Degree,9/19/1991,Normal,Management,N
2643,Steve,Williams,Ladner,Canada,7/8/1977,S,$50K - $70K,M,1,High School Degree,8/16/1991,Silver,Manual,Y
2644,Tracey,Henriques,Tlaxiaco,Mexico,9/24/1918,M,$10K - $30K,F,2,Partial High School,4/24/1992,Normal,Skilled Manual,N
2645,Anne-Marie,Wood,Walla Walla,USA,9/27/1929,S,$70K - $90K,F,1,Graduate Degree,4/20/1991,Golden,Management,Y
2646,Margaret,Terry,Camacho,Mexico,12/16/1927,M,$30K - $50K,F,2,Partial College,7/2/1994,Bronze,Skilled Manual,Y
2647,Karen,Smith,Long Beach,USA,5/18/1940,S,$50K - $70K,M,2,Bachelors Degree,5/23/1990,Bronze,Professional,Y
2648,Alice,Randall,El Cajon,USA,2/9/1962,M,$30K - $50K,M,1,Partial High School,7/10/1990,Silver,Manual,Y
2649,Thomas,Belli,Santa Anita,Mexico,4/11/1946,M,$10K - $30K,F,3,Partial High School,1/9/1990,Normal,Skilled Manual,N
2650,Gail,Wojik,San Jose,USA,5/24/1949,M,$30K - $50K,F,1,High School Degree,11/12/1991,Golden,Skilled Manual,N
2651,Richard,Kraft,Langley,Canada,11/17/1923,M,$130K - $150K,F,5,High School Degree,9/13/1992,Golden,Management,Y
2652,Ronald,"Hewton, Sr.",Ladner,Canada,2/10/1957,S,$30K - $50K,F,1,High School Degree,8/19/1994,Normal,Manual,Y
2653,Connie,Sweet,Victoria,Canada,5/12/1913,S,$50K - $70K,F,1,Bachelors Degree,8/20/1990,Bronze,Professional,N
2654,Cynthia,Claypool,Arcadia,USA,8/5/1933,M,$130K - $150K,F,3,High School Degree,4/28/1994,Bronze,Management,Y
2655,Julia,Vasilauskas,Colma,USA,5/5/1962,M,$110K - $130K,M,4,Partial High School,2/25/1992,Golden,Professional,N
2656,Dawn,Zehr,Woodburn,USA,10/16/1925,M,$10K - $30K,F,2,Bachelors Degree,3/4/1991,Normal,Professional,Y
2657,Frank,May,Burnaby,Canada,7/2/1936,M,$30K - $50K,F,2,High School Degree,11/20/1992,Bronze,Skilled Manual,Y
2658,Florentius,Bass,Glendale,USA,9/18/1962,M,$30K - $50K,M,4,High School Degree,5/6/1994,Bronze,Skilled Manual,Y
2659,Akram,James,Palo Alto,USA,12/12/1958,S,$30K - $50K,M,1,High School Degree,11/27/1992,Bronze,Manual,N
2660,Faye,Gulick,Guadalajara,Mexico,2/10/1943,S,$30K - $50K,M,5,High School Degree,3/5/1990,Bronze,Skilled Manual,N
2661,Renato,Urgphakorn,Pomona,USA,12/7/1920,M,$50K - $70K,M,2,Bachelors Degree,11/26/1991,Bronze,Professional,Y
2662,Charles,Whicher,W. Linn,USA,12/20/1950,S,$30K - $50K,F,4,Partial High School,2/16/1993,Bronze,Manual,N
2663,Stanley,LeMaster,Spokane,USA,5/3/1937,M,$30K - $50K,M,1,Partial High School,8/7/1991,Bronze,Skilled Manual,Y
2664,Percy,Dissette,Tacoma,USA,9/18/1922,S,$50K - $70K,F,3,High School Degree,4/22/1992,Silver,Skilled Manual,Y
2665,Andrew,Passig,Oregon City,USA,10/4/1923,S,$10K - $30K,F,5,Partial High School,6/18/1990,Normal,Manual,Y
2666,Kameron,Montano,Tixapan,Mexico,11/25/1970,S,$30K - $50K,M,4,Partial College,9/12/1993,Bronze,Manual,N
2667,Dalene,Crega,Glendale,USA,10/2/1924,M,$50K - $70K,F,1,Partial College,4/11/1992,Golden,Clerical,Y
2668,Mark,Connors,Lakewood,USA,8/19/1919,M,$70K - $90K,M,0,Bachelors Degree,11/14/1991,Bronze,Professional,N
2669,Russ,Aspinwall,Concord,USA,8/18/1978,S,$10K - $30K,M,0,Partial High School,7/12/1994,Bronze,Manual,N
2670,Susan,Toenjes,La Mesa,USA,8/8/1960,S,$70K - $90K,F,0,Graduate Degree,3/28/1992,Bronze,Professional,Y
2671,Linda,Svoboda,Victoria,Canada,7/14/1967,S,$90K - $110K,M,5,Graduate Degree,7/23/1991,Bronze,Professional,N
2672,Lowell,Whitehouse,Chula Vista,USA,8/22/1962,S,$10K - $30K,M,1,Partial High School,8/10/1994,Golden,Manual,Y
2673,Michael,Briggs,W. Linn,USA,2/5/1935,M,$50K - $70K,M,5,Bachelors Degree,6/26/1992,Silver,Management,Y
2674,Paul,Medina,Milwaukie,USA,10/18/1922,M,$10K - $30K,M,0,Partial High School,8/8/1992,Normal,Skilled Manual,Y
2675,Billie,Latessa,San Gabriel,USA,2/21/1962,S,$110K - $130K,M,0,Partial High School,6/24/1992,Silver,Management,N
2676,Virginia,Woods,Langley,Canada,11/15/1910,S,$10K - $30K,F,1,Partial High School,5/27/1992,Normal,Skilled Manual,N
2677,Jennifer,Weber,Lebanon,USA,4/13/1914,S,$50K - $70K,F,1,Bachelors Degree,1/2/1992,Bronze,Professional,Y
2678,Jennifer,Spars,Port Orchard,USA,3/7/1919,M,$90K - $110K,M,1,Bachelors Degree,12/16/1991,Bronze,Management,Y
2679,Lorenzo,Dr. Eugene Burbige,Port Hammond,Canada,4/15/1938,M,$110K - $130K,M,2,Bachelors Degree,2/4/1991,Bronze,Professional,Y
2680,Pilar,Pontius,W. Linn,USA,4/27/1954,S,$70K - $90K,F,4,Bachelors Degree,6/17/1994,Bronze,Professional,N
2681,Patricia,McCullough,Altadena,USA,2/8/1944,M,$150K +,M,4,Bachelors Degree,5/10/1994,Silver,Professional,Y
2682,Rafael,Kovalic,Yakima,USA,8/15/1941,S,$30K - $50K,F,3,High School Degree,2/2/1991,Bronze,Manual,N
2683,Lorelei,Burnett,Anacortes,USA,6/27/1939,M,$50K - $70K,F,1,Bachelors Degree,5/25/1993,Bronze,Professional,Y
2684,Brooke,Mitchell,Everett,USA,1/15/1967,S,$10K - $30K,F,4,Partial High School,11/10/1990,Normal,Skilled Manual,Y
2685,Myrna,Brauer,Oak Bay,Canada,4/9/1911,S,$50K - $70K,M,1,Bachelors Degree,3/17/1990,Bronze,Professional,N
2686,Julia,Zugelder,Lake Oswego,USA,10/23/1925,M,$10K - $30K,F,0,Partial High School,3/19/1993,Normal,Skilled Manual,Y
2687,James,Bakeman,Grossmont,USA,4/2/1960,S,$50K - $70K,F,5,Graduate Degree,7/23/1991,Normal,Professional,N
2688,Robert,Jecman,Burbank,USA,4/19/1929,M,$50K - $70K,F,5,Partial College,4/7/1992,Silver,Skilled Manual,Y
2689,John,Owen,Port Orchard,USA,3/15/1922,S,$30K - $50K,M,1,High School Degree,2/4/1992,Bronze,Manual,Y
2690,Karen,Bakkie,Bremerton,USA,11/10/1953,M,$70K - $90K,F,0,Bachelors Degree,12/11/1991,Normal,Professional,Y
2691,Theresa,Stephens,Kirkland,USA,10/9/1955,M,$30K - $50K,M,4,High School Degree,3/11/1993,Silver,Skilled Manual,N
2692,Judith,Smith,Hidalgo,Mexico,5/1/1935,M,$50K - $70K,F,1,Bachelors Degree,2/21/1991,Silver,Management,Y
2693,Sam,Silhanek,Edmonds,USA,8/7/1914,M,$30K - $50K,F,4,High School Degree,6/21/1994,Bronze,Manual,N
2694,Marcella,Barnes,National City,USA,4/26/1950,S,$70K - $90K,F,2,Bachelors Degree,2/5/1991,Silver,Management,N
2695,Shelley,Melville,Lebanon,USA,9/19/1919,M,$10K - $30K,F,3,Partial High School,3/1/1994,Normal,Manual,Y
2696,Susan,Schulze,Santa Cruz,USA,9/13/1979,M,$50K - $70K,F,1,Bachelors Degree,4/11/1991,Silver,Management,Y
2697,Helen,Albo,Orizaba,Mexico,3/19/1931,M,$30K - $50K,M,1,Bachelors Degree,2/13/1993,Bronze,Professional,Y
2698,Theresa,Noffsinger,Kirkland,USA,8/7/1972,M,$30K - $50K,M,2,Partial High School,11/17/1992,Bronze,Skilled Manual,N
2699,Rosalie,Anderson,Lincoln Acres,USA,7/12/1976,M,$30K - $50K,F,3,High School Degree,2/21/1992,Bronze,Skilled Manual,Y
2700,Morris,Caffano,Lemon Grove,USA,10/24/1966,S,$30K - $50K,F,4,High School Degree,5/3/1991,Bronze,Skilled Manual,N
2701,Charles,Flick,Mexico City,Mexico,6/2/1960,M,$30K - $50K,M,2,Partial High School,5/23/1994,Bronze,Skilled Manual,Y
2702,Marie,Richards,Lynnwood,USA,4/11/1931,M,$30K - $50K,M,5,High School Degree,5/6/1991,Bronze,Manual,Y
2703,Luisa,Dehaas,Lakewood,USA,5/14/1928,S,$30K - $50K,M,2,High School Degree,6/6/1991,Bronze,Manual,Y
2704,Joyce,Moore,Haney,Canada,5/12/1940,S,$30K - $50K,F,1,High School Degree,10/15/1993,Bronze,Manual,N
2705,Eric,Soto,Coronado,USA,3/16/1978,M,$130K - $150K,F,1,Graduate Degree,5/9/1992,Bronze,Professional,Y
2706,Mike,Cole,Coronado,USA,4/24/1959,M,$70K - $90K,F,4,Partial High School,2/25/1992,Bronze,Professional,Y
2707,Monte,Hanavan,Langford,Canada,3/5/1935,S,$70K - $90K,F,4,Bachelors Degree,7/19/1992,Bronze,Management,Y
2708,Jose,Manchester,Tixapan,Mexico,5/21/1947,M,$30K - $50K,F,5,High School Degree,2/27/1993,Silver,Manual,Y
2709,Gretel,Whitehead,Torrance,USA,5/25/1957,S,$30K - $50K,F,4,High School Degree,3/23/1992,Bronze,Skilled Manual,N
2710,Leonard,Childs,Woodland Hills,USA,8/14/1955,S,$50K - $70K,F,2,High School Degree,6/5/1991,Bronze,Manual,Y
2711,Beverly,Wiegner,Marysville,USA,2/15/1968,M,$130K - $150K,M,1,High School Degree,4/26/1991,Bronze,Management,Y
2712,Bob,Tompkins,Arcadia,USA,9/19/1913,M,$10K - $30K,M,4,Partial High School,12/6/1990,Normal,Skilled Manual,N
2713,Harold,Marinello,Fremont,USA,10/22/1966,M,$30K - $50K,M,1,High School Degree,6/5/1990,Bronze,Skilled Manual,Y
2714,Alma,Adams,Langford,Canada,4/18/1911,S,$50K - $70K,M,3,Bachelors Degree,7/18/1992,Bronze,Professional,N
2715,David,Ortiz,Issaquah,USA,3/14/1961,S,$10K - $30K,F,3,Partial High School,6/19/1993,Normal,Manual,Y
2716,Sheila,King,Salem,USA,5/7/1925,M,$30K - $50K,F,4,High School Degree,4/11/1990,Bronze,Manual,Y
2717,Nancy,Moyer,Palo Alto,USA,9/9/1951,S,$70K - $90K,M,5,Partial College,4/12/1991,Bronze,Professional,N
2718,Laura,Gutierrez,Victoria,Canada,7/26/1966,M,$50K - $70K,M,1,Bachelors Degree,11/19/1990,Normal,Professional,N
2719,Sue,Hyland,Tlaxiaco,Mexico,4/27/1925,S,$10K - $30K,F,2,Partial High School,9/17/1992,Normal,Skilled Manual,Y
2720,Robert,Rusciano,Oakland,USA,11/22/1969,M,$30K - $50K,M,4,Partial College,10/23/1992,Golden,Manual,N
2721,Baljeet,Leyendecker,Richmond,Canada,6/23/1969,S,$30K - $50K,M,4,Partial High School,4/26/1993,Bronze,Manual,N
2722,Mariann,Garcia,West Covina,USA,7/13/1924,S,$110K - $130K,M,1,Bachelors Degree,6/27/1991,Bronze,Professional,Y
2723,Colleen,Waclawczyk,Bremerton,USA,2/18/1932,M,$70K - $90K,F,2,High School Degree,4/5/1994,Normal,Management,Y
2724,Catherine,Abahamdeh,Lincoln Acres,USA,12/4/1976,S,$50K - $70K,M,2,Bachelors Degree,7/10/1992,Bronze,Management,N
2725,Carolyne,Nelson,Beaverton,USA,8/17/1944,S,$30K - $50K,F,2,Partial College,10/2/1993,Bronze,Skilled Manual,N
2726,Brian,Alumbaugh,Sooke,Canada,10/14/1916,M,$70K - $90K,M,3,Partial High School,1/19/1994,Golden,Professional,N
2727,David,Ferguson,Imperial Beach,USA,11/13/1961,S,$50K - $70K,F,1,Partial College,6/9/1992,Bronze,Skilled Manual,N
2728,Fred,Zimmerman,Richmond,Canada,10/26/1940,M,$150K +,F,3,High School Degree,3/25/1993,Golden,Professional,N
2729,Harold,Trujillo,Burien,USA,8/26/1955,M,$50K - $70K,F,4,Bachelors Degree,5/21/1991,Bronze,Professional,Y
2730,Helen,Wright,Vancouver,Canada,9/19/1932,S,$50K - $70K,M,5,Partial High School,3/5/1991,Bronze,Manual,N
2731,Thomas,Okane,West Covina,USA,8/23/1956,S,$30K - $50K,M,3,High School Degree,6/19/1993,Bronze,Manual,Y
2732,Nettie,Guagliardo,Bellingham,USA,7/13/1952,S,$10K - $30K,F,2,Partial High School,5/7/1993,Normal,Manual,Y
2733,Tom,Donathan,Ladner,Canada,7/13/1940,M,$30K - $50K,M,1,Partial High School,1/5/1992,Bronze,Skilled Manual,Y
2734,Philip,Sanders,Pomona,USA,5/15/1914,S,$130K - $150K,M,3,Partial High School,7/9/1991,Silver,Management,Y
2735,Tom,Anaya,Chula Vista,USA,2/24/1917,S,$130K - $150K,M,3,Partial High School,3/15/1992,Bronze,Professional,Y
2736,Kathleen,Sgambati,Altadena,USA,6/17/1924,M,$10K - $30K,F,5,Partial High School,12/18/1993,Normal,Manual,Y
2737,Dewey,Sponburg,Renton,USA,8/15/1956,M,$50K - $70K,F,3,Bachelors Degree,2/18/1992,Bronze,Professional,Y
2738,Donna,Applegate,Renton,USA,6/2/1943,M,$30K - $50K,F,3,High School Degree,4/27/1993,Golden,Manual,Y
2739,Tina,Baca,West Covina,USA,12/15/1925,M,$110K - $130K,F,3,Partial High School,7/19/1992,Golden,Management,N
2740,Evelyn,Wilson,Portland,USA,7/26/1930,S,$50K - $70K,M,1,Bachelors Degree,9/5/1993,Silver,Management,N
2741,Craig,Kline,Sedro Woolley,USA,3/8/1947,S,$70K - $90K,M,3,Bachelors Degree,5/7/1993,Bronze,Professional,N
2742,Marilyn,Lazo,Olympia,USA,10/18/1939,M,$30K - $50K,M,3,Partial High School,2/11/1991,Normal,Manual,Y
2743,Aaron,Quintan,San Andres,Mexico,2/12/1940,S,$30K - $50K,F,4,Partial College,6/10/1992,Bronze,Clerical,N
2744,Kimbra,Fowler,Mill Valley,USA,3/24/1957,M,$50K - $70K,F,3,Bachelors Degree,5/20/1991,Golden,Professional,N
2745,Ralph,Jones,Issaquah,USA,12/5/1946,S,$30K - $50K,M,3,Partial College,4/13/1991,Bronze,Professional,Y
2746,Wilda,Quisenberry,Pomona,USA,9/23/1955,S,$130K - $150K,M,2,Partial High School,9/21/1992,Silver,Management,Y
2747,Deborah,Hoffman,Coronado,USA,5/24/1941,S,$70K - $90K,M,4,High School Degree,12/17/1993,Golden,Professional,Y
2748,George,Leonard,Lincoln Acres,USA,11/12/1969,S,$50K - $70K,M,3,Bachelors Degree,7/2/1991,Bronze,Professional,Y
2749,Phyllis,Sage,Tixapan,Mexico,10/19/1931,S,$70K - $90K,F,1,Graduate Degree,11/24/1991,Normal,Professional,N
2750,Elizabeth,Heil,Renton,USA,6/7/1946,M,$10K - $30K,F,0,Partial High School,3/10/1991,Normal,Manual,Y
2751,Jack,Fuller,Glendale,USA,10/13/1910,M,$30K - $50K,F,3,Partial College,7/13/1993,Bronze,Clerical,Y
2752,Dorothy,Conway,Richmond,Canada,2/26/1953,S,$130K - $150K,F,3,Partial High School,1/13/1992,Bronze,Professional,Y
2753,Kelley,Sizemore,Victoria,Canada,11/22/1947,S,$10K - $30K,M,4,Partial High School,9/23/1993,Normal,Manual,N
2754,Graciela,Konig,Vancouver,Canada,9/17/1978,S,$30K - $50K,F,5,Bachelors Degree,10/14/1992,Silver,Professional,Y
2755,Amanda,Tucker,Royal Oak,Canada,8/16/1980,S,$70K - $90K,M,3,Bachelors Degree,10/3/1993,Bronze,Professional,Y
2756,Larry,Weeks,Bremerton,USA,3/8/1959,M,$30K - $50K,F,1,Partial College,9/13/1992,Bronze,Management,N
2757,Tim,Kendrick,Glendale,USA,6/14/1938,M,$70K - $90K,M,5,Graduate Degree,1/12/1993,Golden,Professional,Y
2758,Hansraji,Topliss,Newport Beach,USA,2/6/1974,M,$10K - $30K,M,4,Partial High School,8/24/1990,Normal,Manual,Y
2759,Robert,Silber,Sedro Woolley,USA,10/10/1955,M,$30K - $50K,M,4,Partial College,9/20/1993,Silver,Professional,N
2760,William,Sparks,Long Beach,USA,7/20/1934,S,$50K - $70K,M,4,Bachelors Degree,10/3/1994,Silver,Management,N
2761,Eric,Eason,Colma,USA,4/11/1948,M,$30K - $50K,F,2,Partial College,8/5/1992,Normal,Manual,Y
2762,Lawrence,Roskey,Albany,USA,9/26/1919,S,$70K - $90K,M,2,Bachelors Degree,1/24/1990,Bronze,Professional,N
2763,Wilfred,Lutes,Seattle,USA,4/8/1949,M,$50K - $70K,F,4,Bachelors Degree,12/16/1993,Golden,Management,Y
2764,Gery,Scott,Issaquah,USA,6/20/1939,S,$70K - $90K,F,5,Bachelors Degree,3/26/1993,Bronze,Professional,N
2765,Bruce,Wood,San Jose,USA,3/25/1933,M,$30K - $50K,F,2,High School Degree,7/2/1991,Bronze,Manual,Y
2766,Vonetta,Bachicha,Guadalajara,Mexico,9/20/1922,M,$10K - $30K,M,0,Partial High School,6/12/1993,Normal,Skilled Manual,Y
2767,Jimmy,King,Lake Oswego,USA,10/23/1919,S,$10K - $30K,M,2,Partial High School,4/2/1992,Normal,Manual,Y
2768,Deborah,Conti,Richmond,USA,7/11/1919,S,$30K - $50K,F,1,High School Degree,11/21/1991,Bronze,Manual,N
2769,Kimberlee,Demott,Spokane,USA,5/15/1957,S,$10K - $30K,M,1,Partial High School,6/16/1994,Normal,Skilled Manual,Y
2770,Heather,Bowles,Downey,USA,9/7/1950,S,$30K - $50K,F,5,High School Degree,12/20/1994,Bronze,Skilled Manual,N
2771,Barbara,Duncan,Renton,USA,5/6/1954,M,$30K - $50K,M,2,Partial College,10/27/1991,Normal,Skilled Manual,Y
2772,Jens,Braun,San Diego,USA,7/22/1966,M,$50K - $70K,F,3,Bachelors Degree,8/19/1992,Bronze,Professional,Y
2773,Frank,Cobb,Milwaukie,USA,7/26/1976,S,$90K - $110K,M,2,Bachelors Degree,9/15/1992,Silver,Professional,N
2774,Mitch,Milne,Oak Bay,Canada,10/14/1974,S,$30K - $50K,M,5,Partial College,12/24/1990,Silver,Clerical,N
2775,Roger,Tallant,Lemon Grove,USA,4/16/1917,M,$70K - $90K,F,4,Bachelors Degree,10/18/1991,Golden,Professional,Y
2776,Michael,Wood,Walla Walla,USA,11/7/1940,M,$90K - $110K,F,1,Graduate Degree,7/25/1994,Golden,Professional,Y
2777,Peter,Makinano,Lebanon,USA,2/10/1923,S,$70K - $90K,F,4,Bachelors Degree,1/24/1994,Normal,Professional,N
2778,Ben,McRae,Los Angeles,USA,7/6/1938,M,$30K - $50K,F,1,High School Degree,2/10/1991,Silver,Skilled Manual,N
2779,Mark,Wintermantel,Downey,USA,9/13/1930,M,$30K - $50K,F,1,Partial High School,9/27/1992,Bronze,Manual,Y
2780,Erryn,Shellberg,Langford,Canada,2/3/1968,S,$50K - $70K,F,2,Bachelors Degree,3/5/1993,Silver,Professional,N
2781,Michael,Cesena,Lemon Grove,USA,6/5/1925,M,$10K - $30K,F,3,Partial High School,11/21/1993,Normal,Manual,N
2782,Maxine,Alexander,Torrance,USA,9/24/1945,M,$70K - $90K,F,0,Graduate Degree,10/13/1993,Bronze,Management,N
2783,James,Vaught,Mill Valley,USA,6/25/1974,S,$30K - $50K,F,1,Partial College,4/2/1992,Silver,Manual,N
2784,Robin,Barnette,Burien,USA,2/20/1948,M,$70K - $90K,F,3,Bachelors Degree,8/19/1993,Golden,Professional,Y
2785,Richard,Winter,Port Hammond,Canada,8/21/1948,M,$30K - $50K,M,3,High School Degree,10/10/1993,Bronze,Manual,Y
